session_date,side,entry_time,exit_time,entry_price,exit_price,stop,target,exit_reason,pnl_pts,risk_pts,r_multiple
2025-06-12,PE,2025-06-12T09:40:00+05:30,2025-06-12T10:40:00+05:30,25103.5,25056.862135587828,25129.40992467343,25056.862135587828,TARGET_HIT,46.64,25.91,1.8
2025-06-19,CE,2025-06-19T09:25:00+05:30,2025-06-19T12:40:00+05:30,24816.05,24789.248741175197,24789.248741175197,24864.292265884644,STOP_HIT,-26.8,26.8,-1.0
2025-06-20,CE,2025-06-20T09:45:00+05:30,2025-06-20T09:55:00+05:30,24893.7,24858.587216778044,24858.587216778044,24956.903009799524,STOP_HIT,-35.11,35.11,-1.0
2025-06-23,PE,2025-06-23T09:25:00+05:30,2025-06-23T09:45:00+05:30,24908.25,24837.9522451876,24947.30430822911,24837.9522451876,TARGET_HIT,70.3,39.05,1.8
2025-06-23,CE,2025-06-23T13:20:00+05:30,2025-06-23T14:20:00+05:30,25021.55,25000.51830480203,25000.51830480203,25059.407051356346,STOP_HIT,-21.03,21.03,-1.0
2025-06-25,CE,2025-06-25T09:40:00+05:30,2025-06-25T13:25:00+05:30,25188.25,25256.552742389857,25150.304032005635,25256.552742389857,TARGET_HIT,68.3,37.95,1.8
2025-06-26,CE,2025-06-26T09:25:00+05:30,2025-06-26T09:50:00+05:30,25348.7,25394.36707422686,25323.329403207303,25394.36707422686,TARGET_HIT,45.67,25.37,1.8
2025-06-27,PE,2025-06-27T09:40:00+05:30,2025-06-27T10:15:00+05:30,25535.1,25572.222591050577,25572.222591050577,25468.279336108957,STOP_HIT,-37.12,37.12,-1.0
2025-06-27,CE,2025-06-27T12:15:00+05:30,2025-06-27T13:20:00+05:30,25628.4,25611.07198701565,25611.07198701565,25659.590423371836,STOP_HIT,-17.33,17.33,-1.0
2025-06-30,PE,2025-06-30T09:40:00+05:30,2025-06-30T10:00:00+05:30,25590.4,25543.905009308084,25616.2305503844,25543.905009308084,TARGET_HIT,46.49,25.83,1.8
2025-07-01,CE,2025-07-01T09:30:00+05:30,2025-07-01T09:55:00+05:30,25580.65,25557.498365235722,25557.498365235722,25622.322942575705,STOP_HIT,-23.15,23.15,-1.0
2025-07-02,PE,2025-07-02T09:25:00+05:30,2025-07-02T10:00:00+05:30,25568.9,25530.014322745978,25590.503154030015,25530.014322745978,TARGET_HIT,38.89,21.6,1.8
2025-07-03,PE,2025-07-03T09:25:00+05:30,2025-07-03T09:30:00+05:30,25435.45,25467.644205006738,25467.644205006738,25377.500430987875,STOP_HIT,-32.19,32.19,-1.0
2025-07-03,CE,2025-07-03T09:55:00+05:30,2025-07-03T11:40:00+05:30,25545.35,25511.076347008053,25511.076347008053,25607.0425753855,STOP_HIT,-34.27,34.27,-1.0
2025-07-04,PE,2025-07-04T09:35:00+05:30,2025-07-04T10:00:00+05:30,25384.3,25416.874067614146,25416.874067614146,25325.666678294536,STOP_HIT,-32.57,32.57,-1.0
2025-07-04,CE,2025-07-04T15:00:00+05:30,2025-07-04T15:10:00+05:30,25460.1,25462.8,25441.835008003265,25492.97698559412,EOD_SQUARE_OFF,2.7,18.26,0.15
2025-07-08,CE,2025-07-08T15:00:00+05:30,2025-07-08T15:10:00+05:30,25504.05,25532.14326964365,25488.44262797575,25532.14326964365,TARGET_HIT,28.09,15.61,1.8
2025-07-09,CE,2025-07-09T10:10:00+05:30,2025-07-09T11:50:00+05:30,25527.65,25507.7537415323,25507.7537415323,25563.463265241866,STOP_HIT,-19.9,19.9,-1.0
2025-07-09,PE,2025-07-09T14:30:00+05:30,2025-07-09T14:35:00+05:30,25457.4,25474.42380762603,25474.42380762603,25426.75714627315,STOP_HIT,-17.02,17.02,-1.0
2025-07-10,PE,2025-07-10T09:30:00+05:30,2025-07-10T10:10:00+05:30,25444.65,25404.643763628406,25466.87568687311,25404.643763628406,TARGET_HIT,40.01,22.23,1.8
2025-07-11,CE,2025-07-11T09:25:00+05:30,2025-07-11T09:55:00+05:30,25310.4,25280.373329570906,25280.373329570906,25364.448006772374,STOP_HIT,-30.03,30.03,-1.0
2025-07-11,PE,2025-07-11T10:15:00+05:30,2025-07-11T10:50:00+05:30,25239.55,25191.054432518067,25266.491981934407,25191.054432518067,TARGET_HIT,48.5,26.94,1.8
2025-07-14,PE,2025-07-14T11:20:00+05:30,2025-07-14T13:05:00+05:30,25046.0,25010.462459937535,25065.74307781248,25010.462459937535,TARGET_HIT,35.54,19.74,1.8
2025-07-15,CE,2025-07-15T10:35:00+05:30,2025-07-15T11:00:00+05:30,25156.9,25200.155339468005,25132.86925585111,25200.155339468005,TARGET_HIT,43.26,24.03,1.8
2025-07-16,PE,2025-07-16T10:30:00+05:30,2025-07-16T11:45:00+05:30,25139.0,25159.37432610502,25159.37432610502,25102.326213010965,STOP_HIT,-20.37,20.37,-1.0
2025-07-16,CE,2025-07-16T14:00:00+05:30,2025-07-16T15:05:00+05:30,25228.1,25211.92071621859,25211.92071621859,25257.222710806538,STOP_HIT,-16.18,16.18,-1.0
2025-07-17,PE,2025-07-17T09:30:00+05:30,2025-07-17T10:15:00+05:30,25191.85,25154.630013039194,25212.52777053378,25154.630013039194,TARGET_HIT,37.22,20.68,1.8
2025-07-18,PE,2025-07-18T09:25:00+05:30,2025-07-18T09:45:00+05:30,25070.2,25029.50994028214,25092.805588732146,25029.50994028214,TARGET_HIT,40.69,22.61,1.8
2025-07-22,PE,2025-07-22T09:35:00+05:30,2025-07-22T11:05:00+05:30,25108.1,25061.164063030694,25134.1755205385,25061.164063030694,TARGET_HIT,46.94,26.08,1.8
2025-07-23,PE,2025-07-23T09:40:00+05:30,2025-07-23T09:55:00+05:30,25096.9,25120.20563182588,25120.20563182588,25054.94986271342,STOP_HIT,-23.31,23.31,-1.0
2025-07-23,CE,2025-07-23T12:00:00+05:30,2025-07-23T12:10:00+05:30,25152.4,25136.35016621356,25136.35016621356,25181.289700815596,STOP_HIT,-16.05,16.05,-1.0
2025-07-24,PE,2025-07-24T09:25:00+05:30,2025-07-24T11:10:00+05:30,25188.65,25154.03084586367,25207.882863409075,25154.03084586367,TARGET_HIT,34.62,19.23,1.8
2025-07-28,CE,2025-07-28T09:30:00+05:30,2025-07-28T09:40:00+05:30,24844.65,24811.965656183635,24811.965656183635,24903.481818869463,STOP_HIT,-32.68,32.68,-1.0
2025-07-28,PE,2025-07-28T13:00:00+05:30,2025-07-28T13:35:00+05:30,24707.3,24664.294509724372,24731.191939042015,24664.294509724372,TARGET_HIT,43.01,23.89,1.8
2025-07-29,CE,2025-07-29T09:25:00+05:30,2025-07-29T09:35:00+05:30,24708.7,24676.993737546156,24676.993737546156,24765.77127241692,STOP_HIT,-31.71,31.71,-1.0
2025-07-30,PE,2025-07-30T10:25:00+05:30,2025-07-30T11:10:00+05:30,24810.95,24839.483793009007,24839.483793009007,24759.58917258379,STOP_HIT,-28.53,28.53,-1.0
2025-07-30,CE,2025-07-30T11:25:00+05:30,2025-07-30T11:35:00+05:30,24898.7,24871.712159980107,24871.712159980107,24947.27811203581,STOP_HIT,-26.99,26.99,-1.0
2025-07-31,CE,2025-07-31T11:00:00+05:30,2025-07-31T11:40:00+05:30,24758.85,24816.031981247594,24727.082232640223,24816.031981247594,TARGET_HIT,57.18,31.77,1.8
2025-08-01,PE,2025-08-01T09:25:00+05:30,2025-08-01T09:30:00+05:30,24686.9,24722.799363863076,24722.799363863076,24622.28114504647,STOP_HIT,-35.9,35.9,-1.0
2025-08-01,CE,2025-08-01T10:25:00+05:30,2025-08-01T11:05:00+05:30,24764.45,24730.738121863335,24730.738121863335,24825.131380646,STOP_HIT,-33.71,33.71,-1.0
2025-08-04,CE,2025-08-04T09:25:00+05:30,2025-08-04T09:40:00+05:30,24660.5,24627.774884108563,24627.774884108563,24719.405208604585,STOP_HIT,-32.73,32.73,-1.0
2025-08-05,PE,2025-08-05T09:25:00+05:30,2025-08-05T09:40:00+05:30,24673.0,24629.62002802618,24697.0999844299,24629.62002802618,TARGET_HIT,43.38,24.1,1.8
2025-08-06,PE,2025-08-06T09:35:00+05:30,2025-08-06T10:20:00+05:30,24622.15,24647.235240996277,24647.235240996277,24576.996566206704,STOP_HIT,-25.09,25.09,-1.0
2025-08-07,PE,2025-08-07T10:25:00+05:30,2025-08-07T11:00:00+05:30,24450.7,24406.27280325839,24475.381775967562,24406.27280325839,TARGET_HIT,44.43,24.68,1.8
2025-08-07,CE,2025-08-07T14:50:00+05:30,2025-08-07T15:05:00+05:30,24534.2,24589.621892124313,24503.41005993094,24589.621892124313,TARGET_HIT,55.42,30.79,1.8
2025-08-08,PE,2025-08-08T09:25:00+05:30,2025-08-08T10:05:00+05:30,24515.5,24449.788317629194,24552.006490206004,24449.788317629194,TARGET_HIT,65.71,36.51,1.8
2025-08-11,CE,2025-08-11T10:15:00+05:30,2025-08-11T12:50:00+05:30,24421.4,24476.102944765706,24391.009475130166,24476.102944765706,TARGET_HIT,54.7,30.39,1.8
2025-08-12,CE,2025-08-12T09:25:00+05:30,2025-08-12T09:50:00+05:30,24619.25,24666.79276029922,24592.83735538932,24666.79276029922,TARGET_HIT,47.54,26.41,1.8
2025-08-12,PE,2025-08-12T14:30:00+05:30,2025-08-12T15:00:00+05:30,24519.3,24470.962326693978,24546.154262947788,24470.962326693978,TARGET_HIT,48.34,26.85,1.8
2025-08-13,CE,2025-08-13T10:00:00+05:30,2025-08-13T10:45:00+05:30,24600.8,24569.742892780494,24569.742892780494,24656.702792995107,STOP_HIT,-31.06,31.06,-1.0
2025-08-14,CE,2025-08-14T10:30:00+05:30,2025-08-14T10:40:00+05:30,24665.8,24640.84372364176,24640.84372364176,24710.72129744483,STOP_HIT,-24.96,24.96,-1.0
2025-08-18,CE,2025-08-18T09:25:00+05:30,2025-08-18T11:55:00+05:30,24963.75,24919.096735884348,24919.096735884348,25044.125875408172,STOP_HIT,-44.65,44.65,-1.0
2025-08-18,PE,2025-08-18T12:10:00+05:30,2025-08-18T12:25:00+05:30,24873.65,24896.285095539617,24896.285095539617,24832.906828028692,STOP_HIT,-22.64,22.64,-1.0
2025-08-19,PE,2025-08-19T09:40:00+05:30,2025-08-19T09:50:00+05:30,24880.25,24904.850437346246,24904.850437346246,24835.96921277676,STOP_HIT,-24.6,24.6,-1.0
2025-08-19,CE,2025-08-19T11:35:00+05:30,2025-08-19T12:20:00+05:30,24956.6,24989.08704205251,24938.55164330416,24989.08704205251,TARGET_HIT,32.49,18.05,1.8
2025-08-20,CE,2025-08-20T09:45:00+05:30,2025-08-20T09:55:00+05:30,24985.7,24963.208172598504,24963.208172598504,25026.185289322693,STOP_HIT,-22.49,22.49,-1.0
2025-08-21,PE,2025-08-21T09:35:00+05:30,2025-08-21T09:45:00+05:30,25057.0,25080.88450062921,25080.88450062921,25014.00789886742,STOP_HIT,-23.88,23.88,-1.0
2025-08-22,PE,2025-08-22T09:25:00+05:30,2025-08-22T10:00:00+05:30,24986.8,24948.092262116763,25008.30429882402,24948.092262116763,TARGET_HIT,38.71,21.5,1.8
2025-08-25,CE,2025-08-25T09:35:00+05:30,2025-08-25T09:50:00+05:30,24966.25,24944.271301990033,24944.271301990033,25005.81165641794,STOP_HIT,-21.98,21.98,-1.0
2025-08-25,PE,2025-08-25T10:05:00+05:30,2025-08-25T10:20:00+05:30,24905.25,24926.84130616054,24926.84130616054,24866.38564891103,STOP_HIT,-21.59,21.59,-1.0
2025-08-29,CE,2025-08-29T11:40:00+05:30,2025-08-29T11:55:00+05:30,24566.55,24543.695193254982,24543.695193254982,24607.68865214103,STOP_HIT,-22.85,22.85,-1.0
2025-08-29,PE,2025-08-29T14:35:00+05:30,2025-08-29T14:55:00+05:30,24458.85,24483.749711185563,24483.749711185563,24414.030519865984,STOP_HIT,-24.9,24.9,-1.0
2025-09-01,CE,2025-09-01T09:30:00+05:30,2025-09-01T10:20:00+05:30,24540.9,24508.075719229924,24508.075719229924,24599.98370538614,STOP_HIT,-32.82,32.82,-1.0
2025-09-02,CE,2025-09-02T09:35:00+05:30,2025-09-02T09:55:00+05:30,24687.55,24725.062098496765,24666.709945279574,24725.062098496765,TARGET_HIT,37.51,20.84,1.8
2025-09-02,PE,2025-09-02T13:50:00+05:30,2025-09-02T13:55:00+05:30,24627.7,24582.967481275406,24652.551399291442,24582.967481275406,TARGET_HIT,44.73,24.85,1.8
2025-09-03,CE,2025-09-03T12:15:00+05:30,2025-09-03T12:50:00+05:30,24631.85,24611.731357708304,24611.731357708304,24668.06355612505,STOP_HIT,-20.12,20.12,-1.0
2025-09-05,PE,2025-09-05T09:25:00+05:30,2025-09-05T10:10:00+05:30,24783.2,24718.80624632551,24818.97430759694,24718.80624632551,TARGET_HIT,64.39,35.77,1.8
2025-09-08,CE,2025-09-08T09:35:00+05:30,2025-09-08T09:55:00+05:30,24835.25,24803.947816458432,24803.947816458432,24891.59393037482,STOP_HIT,-31.3,31.3,-1.0
2025-09-09,PE,2025-09-09T09:30:00+05:30,2025-09-09T13:30:00+05:30,24837.7,24869.330056641244,24869.330056641244,24780.765898045764,STOP_HIT,-31.63,31.63,-1.0
2025-09-10,CE,2025-09-10T09:35:00+05:30,2025-09-10T13:10:00+05:30,24994.45,24965.80379451084,24965.80379451084,25046.013169880487,STOP_HIT,-28.65,28.65,-1.0
2025-09-10,PE,2025-09-10T13:15:00+05:30,2025-09-10T13:25:00+05:30,24951.0,24966.630788126553,24966.630788126553,24922.864581372203,STOP_HIT,-15.63,15.63,-1.0
2025-09-11,CE,2025-09-11T12:30:00+05:30,2025-09-11T12:45:00+05:30,25008.7,24993.772003959297,24993.772003959297,25035.57039287327,STOP_HIT,-14.93,14.93,-1.0
2025-09-12,CE,2025-09-12T11:05:00+05:30,2025-09-12T11:25:00+05:30,25102.75,25132.913025537106,25085.992763590497,25132.913025537106,TARGET_HIT,30.16,16.76,1.8
2025-09-15,PE,2025-09-15T10:05:00+05:30,2025-09-15T10:20:00+05:30,25074.3,25090.881084264212,25090.881084264212,25044.454048324416,STOP_HIT,-16.58,16.58,-1.0
2025-09-16,CE,2025-09-16T09:30:00+05:30,2025-09-16T10:00:00+05:30,25127.65,25159.92208784177,25109.72106231013,25159.92208784177,TARGET_HIT,32.27,17.93,1.8
2025-09-17,CE,2025-09-17T09:35:00+05:30,2025-09-17T10:15:00+05:30,25338.35,25310.381122644656,25310.381122644656,25388.693979239615,STOP_HIT,-27.97,27.97,-1.0
2025-09-18,PE,2025-09-18T12:35:00+05:30,2025-09-18T13:00:00+05:30,25389.7,25362.343076635752,25404.898290757916,25362.343076635752,TARGET_HIT,27.36,15.2,1.8
2025-09-19,PE,2025-09-19T09:30:00+05:30,2025-09-19T11:45:00+05:30,25340.8,25292.049988620063,25367.88333965552,25292.049988620063,TARGET_HIT,48.75,27.08,1.8
2025-09-22,CE,2025-09-22T09:25:00+05:30,2025-09-22T13:55:00+05:30,25288.0,25258.10235157061,25258.10235157061,25341.8157671729,STOP_HIT,-29.9,29.9,-1.0
2025-09-22,PE,2025-09-22T14:40:00+05:30,2025-09-22T14:55:00+05:30,25178.95,25199.458701680323,25199.458701680323,25142.03433697542,STOP_HIT,-20.51,20.51,-1.0
2025-09-23,PE,2025-09-23T09:25:00+05:30,2025-09-23T09:40:00+05:30,25186.8,25137.693760464983,25214.08124418612,25137.693760464983,TARGET_HIT,49.11,27.28,1.8
2025-09-23,CE,2025-09-23T14:05:00+05:30,2025-09-23T14:10:00+05:30,25251.75,25225.989795230602,25225.989795230602,25298.118368584917,STOP_HIT,-25.76,25.76,-1.0
2025-09-24,PE,2025-09-24T09:40:00+05:30,2025-09-24T10:00:00+05:30,25060.5,25094.329427424735,25094.329427424735,24999.607030635478,STOP_HIT,-33.83,33.83,-1.0
2025-09-25,PE,2025-09-25T11:40:00+05:30,2025-09-25T14:10:00+05:30,24989.75,24951.031254084053,25011.260414397748,24951.031254084053,TARGET_HIT,38.72,21.51,1.8
2025-09-26,PE,2025-09-26T09:30:00+05:30,2025-09-26T09:45:00+05:30,24776.75,24809.47062614298,24809.47062614298,24717.85287294264,STOP_HIT,-32.72,32.72,-1.0
2025-09-29,CE,2025-09-29T09:40:00+05:30,2025-09-29T11:30:00+05:30,24750.8,24721.82303735835,24721.82303735835,24802.95853275497,STOP_HIT,-28.98,28.98,-1.0
2025-09-29,PE,2025-09-29T11:45:00+05:30,2025-09-29T11:50:00+05:30,24644.6,24669.884232699304,24669.884232699304,24599.08838114125,STOP_HIT,-25.28,25.28,-1.0
2025-09-30,PE,2025-09-30T09:25:00+05:30,2025-09-30T10:35:00+05:30,24670.25,24607.012688519524,24705.381839711376,24607.012688519524,TARGET_HIT,63.24,35.13,1.8
2025-10-01,CE,2025-10-01T09:30:00+05:30,2025-10-01T10:00:00+05:30,24663.65,24636.661428409698,24636.661428409698,24712.22942886255,STOP_HIT,-26.99,26.99,-1.0
2025-10-03,CE,2025-10-03T14:50:00+05:30,2025-10-03T15:10:00+05:30,24881.35,24888.5,24861.591965796324,24916.914461566612,EOD_SQUARE_OFF,7.15,19.76,0.36
2025-10-06,CE,2025-10-06T09:40:00+05:30,2025-10-06T10:35:00+05:30,24944.8,24988.55651318895,24920.49082600614,24988.55651318895,TARGET_HIT,43.76,24.31,1.8
2025-10-07,CE,2025-10-07T09:40:00+05:30,2025-10-07T09:55:00+05:30,25146.05,25192.367155226722,25120.318247096264,25192.367155226722,TARGET_HIT,46.32,25.73,1.8
2025-10-08,CE,2025-10-08T09:35:00+05:30,2025-10-08T09:50:00+05:30,25180.15,25148.76562008846,25148.76562008846,25236.641883840777,STOP_HIT,-31.38,31.38,-1.0
2025-10-08,PE,2025-10-08T11:00:00+05:30,2025-10-08T12:20:00+05:30,25070.9,25022.273760714324,25097.914577380932,25022.273760714324,TARGET_HIT,48.63,27.01,1.8
2025-10-09,CE,2025-10-09T09:25:00+05:30,2025-10-09T09:35:00+05:30,25108.1,25078.221437541535,25078.221437541535,25161.88141242523,STOP_HIT,-29.88,29.88,-1.0
2025-10-10,CE,2025-10-10T09:30:00+05:30,2025-10-10T11:00:00+05:30,25250.4,25304.21332527696,25220.50370817947,25304.21332527696,TARGET_HIT,53.81,29.9,1.8
2025-10-13,PE,2025-10-13T09:30:00+05:30,2025-10-13T09:35:00+05:30,25163.35,25193.017805947304,25193.017805947304,25109.94794929485,STOP_HIT,-29.67,29.67,-1.0
2025-10-13,CE,2025-10-13T14:30:00+05:30,2025-10-13T15:00:00+05:30,25247.3,25221.049964033755,25221.049964033755,25294.55006473924,STOP_HIT,-26.25,26.25,-1.0
2025-10-14,PE,2025-10-14T09:35:00+05:30,2025-10-14T10:00:00+05:30,25248.35,25197.463519560635,25276.620266910755,25197.463519560635,TARGET_HIT,50.89,28.27,1.8
2025-10-15,CE,2025-10-15T10:20:00+05:30,2025-10-15T11:00:00+05:30,25272.95,25324.60231446545,25244.254269741417,25324.60231446545,TARGET_HIT,51.65,28.7,1.8
2025-10-16,CE,2025-10-16T09:30:00+05:30,2025-10-16T12:15:00+05:30,25433.35,25479.381391499624,25407.77700472243,25479.381391499624,TARGET_HIT,46.03,25.57,1.8
2025-10-17,CE,2025-10-17T09:25:00+05:30,2025-10-17T09:50:00+05:30,25604.4,25573.692479728714,25573.692479728714,25659.67353648832,STOP_HIT,-30.71,30.71,-1.0
2025-10-23,CE,2025-10-23T09:30:00+05:30,2025-10-23T13:30:00+05:30,26078.3,26033.582297876703,26033.582297876703,26158.791863821934,STOP_HIT,-44.72,44.72,-1.0
2025-10-23,PE,2025-10-23T13:55:00+05:30,2025-10-23T14:20:00+05:30,25990.0,25944.507906456925,26015.27338530171,25944.507906456925,TARGET_HIT,45.49,25.27,1.8
2025-10-27,CE,2025-10-27T09:25:00+05:30,2025-10-27T09:40:00+05:30,25889.05,25942.116612293194,25859.568548726,25942.116612293194,TARGET_HIT,53.07,29.48,1.8
2025-10-28,CE,2025-10-28T09:30:00+05:30,2025-10-28T09:50:00+05:30,26028.8,25997.14479656565,25997.14479656565,26085.779366181825,STOP_HIT,-31.66,31.66,-1.0
2025-10-28,PE,2025-10-28T10:00:00+05:30,2025-10-28T10:35:00+05:30,25928.65,25866.427811565452,25963.21788246364,25866.427811565452,TARGET_HIT,62.22,34.57,1.8
2025-10-29,PE,2025-10-29T09:35:00+05:30,2025-10-29T10:00:00+05:30,25965.2,26003.58067992052,26003.58067992052,25896.114776143066,STOP_HIT,-38.38,38.38,-1.0
2025-10-29,CE,2025-10-29T10:25:00+05:30,2025-10-29T11:15:00+05:30,26040.4,26008.04772416276,26008.04772416276,26098.634096507038,STOP_HIT,-32.35,32.35,-1.0
2025-10-30,PE,2025-10-30T09:30:00+05:30,2025-10-30T10:15:00+05:30,25933.45,25962.95937314243,25962.95937314243,25880.33312834363,STOP_HIT,-29.51,29.51,-1.0
2025-10-31,CE,2025-10-31T09:25:00+05:30,2025-10-31T10:05:00+05:30,25914.9,25883.472491639484,25883.472491639484,25971.46951504893,STOP_HIT,-31.43,31.43,-1.0
2025-10-31,PE,2025-10-31T10:30:00+05:30,2025-10-31T13:45:00+05:30,25810.6,25754.10222321131,25841.98765377149,25754.10222321131,TARGET_HIT,56.5,31.39,1.8
2025-11-03,CE,2025-11-03T09:45:00+05:30,2025-11-03T10:00:00+05:30,25751.45,25719.74178899371,25719.74178899371,25808.524779811323,STOP_HIT,-31.71,31.71,-1.0
2025-11-04,PE,2025-11-04T09:35:00+05:30,2025-11-04T11:20:00+05:30,25717.45,25672.204471364632,25742.58640479743,25672.204471364632,TARGET_HIT,45.25,25.14,1.8
2025-11-06,PE,2025-11-06T10:05:00+05:30,2025-11-06T12:55:00+05:30,25572.2,25603.42346508736,25603.42346508736,25515.997762842755,STOP_HIT,-31.22,31.22,-1.0
2025-11-10,CE,2025-11-10T09:50:00+05:30,2025-11-10T10:00:00+05:30,25592.9,25562.48864293676,25562.48864293676,25647.640442713833,STOP_HIT,-30.41,30.41,-1.0
2025-11-12,PE,2025-11-12T09:25:00+05:30,2025-11-12T09:40:00+05:30,25794.0,25830.915778496925,25830.915778496925,25727.551598705537,STOP_HIT,-36.92,36.92,-1.0
2025-11-12,CE,2025-11-12T09:45:00+05:30,2025-11-12T12:35:00+05:30,25853.8,25919.12889476705,25817.50616957386,25919.12889476705,TARGET_HIT,65.33,36.29,1.8
2025-11-13,CE,2025-11-13T10:20:00+05:30,2025-11-13T11:00:00+05:30,25913.2,25957.81473539125,25888.41403589375,25957.81473539125,TARGET_HIT,44.61,24.79,1.8
2025-11-14,CE,2025-11-14T09:30:00+05:30,2025-11-14T09:35:00+05:30,25877.1,25840.5005556939,25840.5005556939,25942.978999750976,STOP_HIT,-36.6,36.6,-1.0
2025-11-14,PE,2025-11-14T13:45:00+05:30,2025-11-14T14:25:00+05:30,25762.9,25786.55114790486,25786.55114790486,25720.32793377126,STOP_HIT,-23.65,23.65,-1.0
2025-11-17,CE,2025-11-17T09:40:00+05:30,2025-11-17T10:25:00+05:30,25971.4,25938.849378621042,25938.849378621042,26029.99111848213,STOP_HIT,-32.55,32.55,-1.0
2025-11-18,PE,2025-11-18T09:45:00+05:30,2025-11-18T10:00:00+05:30,25927.45,25884.219132828748,25951.467148428474,25884.219132828748,TARGET_HIT,43.23,24.02,1.8
2025-11-19,CE,2025-11-19T10:10:00+05:30,2025-11-19T11:15:00+05:30,25952.1,25925.004982558803,25925.004982558803,26000.871031394152,STOP_HIT,-27.1,27.1,-1.0
2025-11-20,PE,2025-11-20T09:40:00+05:30,2025-11-20T10:05:00+05:30,26077.95,26101.329867042194,26101.329867042194,26035.866239324052,STOP_HIT,-23.38,23.38,-1.0
2025-11-20,CE,2025-11-20T10:45:00+05:30,2025-11-20T12:40:00+05:30,26140.4,26175.034368569988,26121.158684127786,26175.034368569988,TARGET_HIT,34.63,19.24,1.8
2025-11-21,PE,2025-11-21T10:00:00+05:30,2025-11-21T12:10:00+05:30,26094.3,26123.64884286181,26123.64884286181,26041.47208284874,STOP_HIT,-29.35,29.35,-1.0
2025-11-21,CE,2025-11-21T12:45:00+05:30,2025-11-21T13:10:00+05:30,26162.95,26143.68946637599,26143.68946637599,26197.61896052322,STOP_HIT,-19.26,19.26,-1.0
2025-11-24,PE,2025-11-24T09:40:00+05:30,2025-11-24T09:50:00+05:30,26074.9,26099.397450641045,26099.397450641045,26030.804588846124,STOP_HIT,-24.5,24.5,-1.0
