timestamp,open,high,low,close,volume,vwap,session_date,vwap_source
2026-01-19 09:15:00+05:30,25653.1,25653.3,25528.3,25597.4,0.0,25593.0,2026-01-19,twap_proxy
2026-01-19 09:20:00+05:30,25597.65,25597.65,25569.2,25577.25,0.0,25587.183333333334,2026-01-19,twap_proxy
2026-01-19 09:25:00+05:30,25575.7,25578.05,25554.75,25554.75,0.0,25578.96111111111,2026-01-19,twap_proxy
2026-01-19 09:30:00+05:30,25556.35,25592.3,25532.35,25588.0,0.0,25576.941666666666,2026-01-19,twap_proxy
2026-01-19 09:35:00+05:30,25586.6,25596.3,25552.35,25556.5,0.0,25575.23,2026-01-19,twap_proxy
2026-01-19 09:40:00+05:30,25555.6,25570.0,25547.75,25565.6,0.0,25572.877777777776,2026-01-19,twap_proxy
2026-01-19 09:45:00+05:30,25564.75,25566.1,25546.0,25559.1,0.0,25570.619047619046,2026-01-19,twap_proxy
2026-01-19 09:50:00+05:30,25558.4,25585.0,25545.8,25548.4,0.0,25569.25833333333,2026-01-19,twap_proxy
2026-01-19 09:55:00+05:30,25547.05,25559.55,25540.15,25543.45,0.0,25566.864814814813,2026-01-19,twap_proxy
2026-01-19 10:00:00+05:30,25541.8,25542.25,25507.2,25515.45,0.0,25562.341666666667,2026-01-19,twap_proxy
2026-01-19 10:05:00+05:30,25515.6,25533.75,25504.85,25532.05,0.0,25558.81515151515,2026-01-19,twap_proxy
2026-01-19 10:10:00+05:30,25531.7,25539.1,25518.3,25527.9,0.0,25556.283333333336,2026-01-19,twap_proxy
2026-01-19 10:15:00+05:30,25526.55,25538.5,25525.2,25533.15,0.0,25554.43717948718,2026-01-19,twap_proxy
2026-01-19 10:20:00+05:30,25533.0,25547.6,25524.1,25540.65,0.0,25553.22380952381,2026-01-19,twap_proxy
2026-01-19 10:25:00+05:30,25540.75,25540.75,25496.25,25507.25,0.0,25550.65888888889,2026-01-19,twap_proxy
2026-01-19 10:30:00+05:30,25506.4,25527.95,25504.25,25509.8,0.0,25548.367708333335,2026-01-19,twap_proxy
2026-01-19 10:35:00+05:30,25509.25,25517.8,25500.0,25503.8,0.0,25545.946078431374,2026-01-19,twap_proxy
2026-01-19 10:40:00+05:30,25503.1,25520.2,25494.35,25513.55,0.0,25543.913888888892,2026-01-19,twap_proxy
2026-01-19 10:45:00+05:30,25513.85,25525.8,25511.9,25515.2,0.0,25542.53070175439,2026-01-19,twap_proxy
2026-01-19 10:50:00+05:30,25515.0,25523.75,25512.3,25519.65,0.0,25541.3325,2026-01-19,twap_proxy
2026-01-19 10:55:00+05:30,25519.2,25549.45,25519.2,25548.1,0.0,25541.21746031746,2026-01-19,twap_proxy
2026-01-19 11:00:00+05:30,25546.85,25564.2,25540.4,25556.6,0.0,25541.786363636365,2026-01-19,twap_proxy
2026-01-19 11:05:00+05:30,25556.6,25562.5,25545.4,25546.85,0.0,25542.212318840582,2026-01-19,twap_proxy
2026-01-19 11:10:00+05:30,25546.35,25550.5,25526.5,25538.4,0.0,25542.056250000005,2026-01-19,twap_proxy
2026-01-19 11:15:00+05:30,25538.15,25538.4,25521.9,25524.0,0.0,25541.498000000003,2026-01-19,twap_proxy
2026-01-19 11:20:00+05:30,25524.0,25530.65,25508.7,25517.55,0.0,25540.631410256414,2026-01-19,twap_proxy
2026-01-19 11:25:00+05:30,25518.5,25524.3,25510.75,25521.9,0.0,25539.829629629636,2026-01-19,twap_proxy
2026-01-19 11:30:00+05:30,25521.8,25521.8,25511.85,25521.4,0.0,25539.062500000004,2026-01-19,twap_proxy
2026-01-19 11:35:00+05:30,25521.45,25538.4,25517.1,25538.0,0.0,25538.79022988506,2026-01-19,twap_proxy
2026-01-19 11:40:00+05:30,25537.65,25547.0,25532.25,25545.9,0.0,25538.88777777778,2026-01-19,twap_proxy
2026-01-19 11:45:00+05:30,25546.05,25546.95,25534.4,25542.45,0.0,25538.964516129035,2026-01-19,twap_proxy
2026-01-19 11:50:00+05:30,25543.05,25549.9,25534.05,25546.95,0.0,25539.11041666667,2026-01-19,twap_proxy
2026-01-19 11:55:00+05:30,25547.55,25547.55,25524.85,25534.45,0.0,25539.00454545455,2026-01-19,twap_proxy
2026-01-19 12:00:00+05:30,25535.15,25535.25,25517.5,25520.45,0.0,25538.575000000004,2026-01-19,twap_proxy
2026-01-19 12:05:00+05:30,25520.3,25523.95,25514.1,25515.35,0.0,25537.981428571435,2026-01-19,twap_proxy
2026-01-19 12:10:00+05:30,25515.35,25532.75,25512.75,25532.65,0.0,25537.65000000001,2026-01-19,twap_proxy
2026-01-19 12:15:00+05:30,25532.4,25556.25,25531.1,25546.9,0.0,25537.841891891898,2026-01-19,twap_proxy
2026-01-19 12:20:00+05:30,25546.9,25551.35,25527.35,25531.15,0.0,25537.809649122813,2026-01-19,twap_proxy
2026-01-19 12:25:00+05:30,25530.45,25532.55,25518.35,25528.65,0.0,25537.520085470092,2026-01-19,twap_proxy
2026-01-19 12:30:00+05:30,25528.1,25531.4,25522.7,25526.2,0.0,25537.25125000001,2026-01-19,twap_proxy
2026-01-19 12:35:00+05:30,25525.75,25527.6,25514.85,25515.9,0.0,25536.81707317074,2026-01-19,twap_proxy
2026-01-19 12:40:00+05:30,25515.85,25528.05,25511.45,25527.0,0.0,25536.46825396826,2026-01-19,twap_proxy
2026-01-19 12:45:00+05:30,25526.95,25531.8,25510.65,25522.15,0.0,25536.12093023257,2026-01-19,twap_proxy
2026-01-19 12:50:00+05:30,25522.05,25546.05,25515.05,25543.9,0.0,25536.095454545462,2026-01-19,twap_proxy
2026-01-19 12:55:00+05:30,25543.8,25555.3,25541.6,25553.25,0.0,25536.405555555564,2026-01-19,twap_proxy
2026-01-19 13:00:00+05:30,25553.05,25554.15,25545.55,25553.25,0.0,25536.72246376813,2026-01-19,twap_proxy
2026-01-19 13:05:00+05:30,25553.4,25565.25,25550.05,25556.25,0.0,25537.157801418452,2026-01-19,twap_proxy
2026-01-19 13:10:00+05:30,25555.3,25557.8,25522.65,25534.65,0.0,25537.182986111122,2026-01-19,twap_proxy
2026-01-19 13:15:00+05:30,25533.4,25538.45,25525.0,25538.45,0.0,25537.117346938787,2026-01-19,twap_proxy
2026-01-19 13:20:00+05:30,25538.15,25547.35,25532.75,25533.8,0.0,25537.13433333334,2026-01-19,twap_proxy
2026-01-19 13:25:00+05:30,25533.05,25533.8,25522.35,25529.95,0.0,25536.968954248372,2026-01-19,twap_proxy
2026-01-19 13:30:00+05:30,25529.45,25550.4,25529.45,25550.25,0.0,25537.091987179494,2026-01-19,twap_proxy
2026-01-19 13:35:00+05:30,25548.75,25561.0,25544.5,25560.3,0.0,25537.434905660382,2026-01-19,twap_proxy
2026-01-19 13:40:00+05:30,25558.5,25564.8,25543.2,25549.9,0.0,25537.716358024696,2026-01-19,twap_proxy
2026-01-19 13:45:00+05:30,25548.25,25576.05,25540.8,25576.05,0.0,25538.199696969703,2026-01-19,twap_proxy
2026-01-19 13:50:00+05:30,25574.8,25604.9,25574.8,25595.0,0.0,25539.152678571434,2026-01-19,twap_proxy
2026-01-19 13:55:00+05:30,25595.2,25611.7,25592.85,25598.75,0.0,25540.239473684218,2026-01-19,twap_proxy
2026-01-19 14:00:00+05:30,25597.85,25621.4,25597.65,25617.6,0.0,25541.48045977012,2026-01-19,twap_proxy
2026-01-19 14:05:00+05:30,25617.5,25630.65,25615.9,25618.85,0.0,25542.841807909608,2026-01-19,twap_proxy
2026-01-19 14:10:00+05:30,25619.3,25622.9,25587.0,25590.3,0.0,25543.79555555556,2026-01-19,twap_proxy
2026-01-19 14:15:00+05:30,25589.65,25610.75,25586.5,25610.05,0.0,25544.756830601098,2026-01-19,twap_proxy
2026-01-19 14:20:00+05:30,25609.85,25615.35,25604.4,25608.3,0.0,25545.798655913986,2026-01-19,twap_proxy
2026-01-19 14:25:00+05:30,25607.35,25610.35,25588.8,25592.3,0.0,25546.613756613762,2026-01-19,twap_proxy
2026-01-19 14:30:00+05:30,25591.95,25606.75,25591.75,25604.35,0.0,25547.46276041667,2026-01-19,twap_proxy
2026-01-19 14:35:00+05:30,25603.9,25615.35,25597.6,25615.3,0.0,25548.4158974359,2026-01-19,twap_proxy
2026-01-19 14:40:00+05:30,25615.45,25621.7,25606.85,25614.9,0.0,25549.416919191925,2026-01-19,twap_proxy
2026-01-19 14:45:00+05:30,25614.65,25626.8,25613.25,25623.3,0.0,25550.487064676625,2026-01-19,twap_proxy
2026-01-19 14:50:00+05:30,25622.2,25636.25,25618.55,25627.0,0.0,25551.616176470594,2026-01-19,twap_proxy
2026-01-19 14:55:00+05:30,25625.95,25636.3,25616.4,25628.95,0.0,25552.711835748796,2026-01-19,twap_proxy
2026-01-19 15:00:00+05:30,25629.3,25633.7,25605.1,25613.85,0.0,25553.6380952381,2026-01-19,twap_proxy
2026-01-19 15:05:00+05:30,25613.65,25613.65,25594.2,25597.25,0.0,25554.31502347418,2026-01-19,twap_proxy
2026-01-19 15:10:00+05:30,25597.55,25598.5,25585.7,25591.15,0.0,25554.835416666672,2026-01-19,twap_proxy
2026-01-19 15:15:00+05:30,25592.25,25594.1,25571.7,25571.7,0.0,25555.168721461192,2026-01-19,twap_proxy
